openTime,open,high,low,close,volume,closeTime,QuoteAssetVolume,NumberOfTrades,BaseTBAV,QuoteTBAV,Ignore
1606379520000,28.0252,28.0399,27.8,27.8327,30136.51,1606379579999,841892.1900118,2294,8634.091,240662.13108120003,0
1606379580000,27.8327,28.1908,27.8123,28.1225,12470.672,1606379639999,349112.1614782,1460,6513.663000000001,182364.4382137,0
1606379640000,28.128,28.3174,28.0943,28.2,16927.425,1606379699999,477206.7301717,1591,8530.671999999999,240565.0345173,0
1606379700000,28.1874,28.3174,28.1468,28.2301,19222.935,1606379759999,542891.1587012,1303,9364.795,264585.6818294,0
1606379760000,28.2301,28.3172,28.1384,28.2081,17700.804,1606379819999,500000.5347328,881,9610.989,271626.8893601,0
1606379820000,28.208,28.2293,27.9142,27.9471,7991.829000000002,1606379879999,224571.2323289,778,3443.636,96816.56441880002,0
1606379880000,27.9471,28.1932,27.9138,28.046,7181.071,1606379939999,201687.9510228,772,4111.786,115480.1789832,0
1606379940000,28.046,28.0849,27.8897,27.9374,6352.709,1606379999999,177556.00833470005,728,2596.088,72600.5697079,0
1606380000000,27.9382,28.0607,27.8787,28.0606,7878.175999999998,1606380059999,220406.8829506,777,3602.575,100814.5656698,0
1606380060000,28.0364,28.25,28.016,28.1981,7255.1,1606380119999,203996.0528778,711,4447.714,125124.199619,0
1606380120000,28.1981,28.3341,28.175,28.304,4860.567,1606380179999,137465.1765119,666,2941.371,83202.52808280001,0
1606380180000,28.2983,28.2983,28.0776,28.19400000000001,6569.701,1606380239999,185149.4381556,651,2279.511,64230.40264169999,0
1606380240000,28.1999,28.2121,28.0306,28.1178,5713.794,1606380299999,160715.6810025,640,2786.86,78397.63210189999,0
1606380300000,28.1112,28.1112,27.95,28.0081,6684.9969999999985,1606380359999,187288.7438142,621,1945.326,54530.7269214,0
1606380360000,27.9856,28.1,27.9001,27.9197,10134.279,1606380419999,283876.8851462,568,6183.368,173269.6650288,0
1606380420000,27.9447,28.0001,27.7431,27.7812,10819.647,1606380479999,301438.6875553,823,2965.197,82706.03866230001,0
1606380480000,27.7937,28.034,27.6509,27.8155,15530.975,1606380539999,432192.2101765,1148,5847.267,163143.68089870005,0
1606380540000,27.8157,27.8977,27.6673,27.674,8870.023000000001,1606380599999,246567.9090714,588,2538.337,70605.3703002,0
1606380600000,27.6706,27.7591,27.5,27.5,13715.383999999998,1606380659999,378237.2184303,1347,3557.215,98191.4738267,0
1606380660000,27.5,27.5519,27.2,27.3834,39013.629,1606380719999,1067805.2285809,2162,9309.477,254644.3906347,0
1606380720000,27.4129,27.4129,27.2168,27.2981,21187.475,1606380779999,578157.2455346999,1548,10189.214,278225.8487589,0
1606380780000,27.3063,27.55,27.2001,27.2832,21174.651,1606380839999,578763.5746649,1415,9017.618,246782.9748875,0
1606380840000,27.4409,27.4409,27.2,27.4356,20038.805,1606380899999,546537.4392065,1257,8220.528,224483.6161925,0
1606380900000,27.4122,27.597,27.2,27.554,22833.89,1606380959999,625840.2609366999,1306,11276.756,309251.5993239,0
1606380960000,27.53,27.8359,27.5096,27.7604,11335.29,1606381019999,313712.6436092,941,6932.038000000001,191884.1679071,0
1606381020000,27.7602,28.0,27.7012,27.975,9415.363,1606381079999,262422.4431894,966,5693.0390000000025,158737.3889119,0
1606381080000,27.9768,28.0492,27.7994,27.8518,11672.191,1606381139999,326198.5183788,1041,6454.896,180507.7704638,0
1606381140000,27.8508,27.95300000000001,27.7692,27.802,9133.161,1606381199999,254286.3973363,833,4756.644,132505.654469,0
1606381200000,27.802,27.9354,27.702,27.9354,9953.507,1606381259999,276696.0755315,741,6025.505,167556.85859760002,0
1606381260000,27.9378,28.0732,27.8858,27.9757,8155.995,1606381319999,228305.7385122,703,3284.788,91975.6225612,0
1606381320000,27.9716,28.189,27.9336,28.1223,5033.5909999999985,1606381379999,141356.18267289994,653,3142.462,88234.79519489998,0
1606381380000,28.1572,28.2121,28.12,28.1501,5989.908,1606381439999,168696.871934,628,2554.295,71945.39444430001,0
1606381440000,28.1501,28.2385,28.0219,28.0793,10380.17,1606381499999,292288.7980588,985,4361.093,122882.033543,0
1606381500000,28.1171,28.1292,27.8,27.8146,22741.127,1606381559999,634146.6448209,1265,3626.416,101393.4195089,0
1606381560000,27.8146,28.0335,27.7324,27.9343,13626.953,1606381619999,379344.247744,1055,4676.865,130308.5293497,0
1606381620000,27.9346,28.0472,27.8405,27.8477,8519.985999999999,1606381679999,237978.4866342,882,3347.048,93553.0074085,0
1606381680000,27.8478,28.0181,27.8477,28.0181,4099.4670000000015,1606381739999,114497.4834853,510,2693.8540000000007,75259.7633643,0
1606381740000,28.0181,28.1575,28.0109,28.1575,4793.146,1606381799999,134579.1498503,543,2905.597,81602.8847604,0
1606381800000,28.1574,28.22,28.108,28.1772,5379.741999999998,1606381859999,151547.55199849998,594,3439.0490000000004,96918.0602015,0
1606381860000,28.1596,28.1719,28.0121,28.0161,5719.4,1606381919999,160618.9884041,511,2694.859000000001,75699.49483180001,0
1606381920000,28.0263,28.1387,27.94,28.0901,7702.819,1606381979999,216057.4710702,544,4170.433,117026.3456313,0
1606381980000,28.0971,28.1219,28.0176,28.0864,2778.815,1606382039999,77993.62291230001,288,1867.141,52412.5212005,0
