openTime,open,high,low,close,volume,closeTime,QuoteAssetVolume,NumberOfTrades,BaseTBAV,QuoteTBAV,Ignore
1606379520000,491.11,491.68,483.21,487.23,12631.370429999999,1606379579999,6147817.868382599,4634,4642.6518399999995,2255999.9571168,0
1606379580000,487.23,499.89,486.94,497.35,9669.05704,1606379639999,4760627.0082052015,4548,5577.1810799999985,2748493.8886372,0
1606379640000,496.33,500.42,492.39,494.89,13308.1225,1606379699999,6602279.3382037,4648,6393.77975,3171824.5323587004,0
1606379700000,494.92,498.7,493.0,496.01,7511.8361700000005,1606379759999,3727919.7022980005,2975,3870.56241,1920962.8487496998,0
1606379760000,496.01,499.0,495.0,496.6,5929.8233,1606379819999,2945755.1221365,2372,3151.47644,1565823.1422248,0
1606379820000,496.61,497.35,491.35,491.35,5063.38254,1606379879999,2504546.6113185002,2279,2058.50477,1018171.1250559,0
1606379880000,491.43,496.48,491.28,494.61,7469.75537,1606379939999,3693231.6084005,2487,4025.38973,1990024.2277084999,0
1606379940000,494.36,494.62,490.81,491.77,6370.3671799999975,1606379999999,3137183.145464,2770,3111.45995,1532329.885508,0
1606380000000,491.77,493.49,490.86,493.24,3974.44596,1606380059999,1955753.9801418,1967,2040.33491,1004089.0408748001,0
1606380060000,493.18,495.07,492.32,494.64,3769.3081,1606380119999,1860955.3920106003,1739,2177.47297,1075493.0070171999,0
1606380120000,494.63,499.08,494.46,497.29,5116.8263,1606380179999,2545408.1813366003,2425,2839.29923,1412560.4509566003,0
1606380180000,497.39,497.53,496.49,497.0,2488.9628399999997,1606380239999,1237057.7557052,1503,1139.76937,566505.5000149,0
1606380240000,497.04,497.28,494.11,494.6,3106.48047,1606380299999,1539935.1252825004,1525,1330.8305599999999,659859.0486829,0
1606380300000,494.7,494.77,492.86,493.25,3550.6348,1606380359999,1753032.2323343004,1572,1401.18916,692010.5056866,0
1606380360000,493.32,494.81,491.92,492.85,3510.008360000001,1606380419999,1732549.7899224998,1413,1879.04708,927572.6185402,0
1606380420000,493.2,493.33,490.0,490.0,5826.94435,1606380479999,2861605.9891016013,1961,1865.0526300000001,916917.5755218001,0
1606380480000,490.0,492.92,488.69,491.03,4545.38831,1606380539999,2232476.0778313,2018,2237.52013,1099265.9006011,0
1606380540000,491.04,492.66,489.88,489.89,4248.74818,1606380599999,2089358.7053527,1566,1875.80485,922423.1064310999,0
1606380600000,489.86,490.99,485.32,488.03,5120.4285899999995,1606380659999,2500081.0736285998,2309,2337.62489,1141194.5291173,0
1606380660000,488.05,488.41,482.0,486.94,9527.59742,1606380719999,4619591.570133002,3736,4230.59935,2053113.6002828,0
1606380720000,486.94,490.36,482.79,489.9,7416.28492,1606380779999,3617959.3091571997,3123,3671.90199,1791429.5207522,0
1606380780000,489.98,494.6,489.78,492.18,6995.4099799999985,1606380839999,3446760.4946785006,2546,3475.5096399999998,1712275.1120828001,0
1606380840000,492.14,494.9,490.33,493.46,8782.24127,1606380899999,4325844.7380009005,2528,4073.44596,2006551.1739987,0
1606380900000,493.45,496.0,492.0,494.9,8062.59514,1606380959999,3982595.6796065,2541,4240.6397799999995,2096087.0443776,0
1606380960000,495.03,498.57,494.57,497.55,4961.0472,1606381019999,2463620.5352721,2478,2509.22458,1246136.3313173,0
1606381020000,497.44,502.45,496.79,501.03,8029.6338099999975,1606381079999,4002672.9153446,2920,4794.15939,2390239.3775481004,0
1606381080000,500.75,502.19,498.54,500.14,6993.22232,1606381139999,3500119.5909091,2578,3615.07289,1809584.2122826,0
1606381140000,500.21,501.71,499.01,500.1,3699.97765,1606381199999,1851323.4033246003,1799,1551.52466,776447.7652847,0
1606381200000,500.09,501.35,498.0,501.08,3986.5087200000003,1606381259999,1992715.4800663001,1747,2143.0734,1071462.6199598,0
1606381260000,500.98,504.0,500.94,502.41,3606.4455399999997,1606381319999,1812514.7989166,1930,1921.53462,965534.9256545999,0
1606381320000,502.42,508.97,502.09,507.73,3635.77969,1606381379999,1838157.2322299,2142,2160.36058,1092814.6778024,0
